154.85,153.98,154.85,153.98,154.85,153.98,154.85,153.65,154,153.65,154.85,153.65,28.96,28.95,154,153.65,154.85,153.65,153.98,153.65
153.99,153.65,154.85,153.65,153.98,153.98,154.85,153.98,69.045,153.98,154.85,153.65,153.99,153.65,154.85,153.65,154.85,153.98,154.85,153.98
153.99,153.98,153.99,153.65,28.96,28.95,154.85,153.65,153.99,153.65,154.85,153.65,69.05,69.03,153.97,153.65,153.97,153.65,153.97,153.97
153.97,154.85,153.65,154.85,153.98,154.85,153.98,154.85,153.98,154.85,153.65,154,153.65,154.85,153.65,154.85,153.98,153.98,154.85,153.98
69.03,28.96,28.95,28.96,28.95,28.96,28.95,153.98,154.85,153.94,28.96,28.95,28.96,28.95,153.98,153.94,154.85,153.94,153.97,153.94
69.05,69.03,69.05,69.03,153.975,69.05,69.03,28.96,28.95,28.96,28.95,28.96,28.95,28.96,28.95,28.96,28.95,28.955,28.955,28.955
28.95,28.96,28.95,28.97,28.95,28.96,28.95,28.96,28.95,153.96,154.85,153.94,153.97,153.94,154.85,153.94,69.03,69.03,69.05,69.02
153.96,153.94,153.96,153.94,154.85,153.94,153.95,153.94,154.85,153.94,153.94,154.85,153.94,153.94,154.85,153.92,28.96,28.95,153.95,153.92
154.85,153.92,153.96,153.92,154.85,153.92,154.85,153.65,154.85,153.91,154.85,153.93,154.85,153.95,153.97,153.95,154.85,153.95,69.03,69.01
69.03,69,69.02,69,69.03,69,69.03,69,153.95,153.93,153.93,153.95,153.93,154.85,153.93,69.03,69,153.935,154.85,153.91
154.85,153.91,153.945,153.945,154.85,153.89,154.85,153.65,153.955,153.955,28.955,28.96,28.95,154.85,153.96,153.975,154.85,153.65,153.975,28.96
28.95,28.94,28.95,28.94,28.95,28.94,28.95,28.94,28.95,28.94,28.95,28.94,28.945,28.95,28.93,28.95,28.93,28.95,28.93,28.95
28.94,28.95,28.94,28.95,28.94,28.95,28.94,28.945,28.95,28.94,28.95,28.94,28.95,28.96,28.94,28.96,28.94,28.96,28.94,28.95
28.95,28.96,28.95,69.015,153.97,154.85,153.96,154.85,153.65,153.96,153.975,154.85,153.97,154.85,153.65,28.96,28.94,28.96,28.94,154
28.95,28.96,28.95,154.85,153.96,154.85,153.65,69.01,69.02,69,69.02,69,69.02,68.99,69.01,68.99,69.01,68.99,69.01,68.99
69.01,68.98,69.01,68.99,69.01,68.98,69.01,68.98,69.01,68.99,68.995,154.85,153.96,154.85,153.65,69,68.99,153.99,153.65,154.85
28.97,28.95,28.97,28.95,28.97,28.95,69,69.01,68.99,69,69,69,69.01,68.99,69.02,68.99,69.02,68.99,69.02,68.99
